"","title","date","author","year","day","month","month.num","date.comb","date.format"
"8532","Ladies and Gents: GDP has finally gotten its long awaited forecast","September 4, 2011","Steven Sabol",2011,4,"September",9,"2011-9-4",2011-09-04
"8533","Scatter plots with images","September 4, 2011","Ralph",2011,4,"September",9,"2011-9-4",2011-09-04
"8534","Microfinance in India: Getting a sense of the geographic distribution","September 3, 2011","Thiemo Fetzer",2011,3,"September",9,"2011-9-3",2011-09-03
"8535","The Problems with Pairing R + Java","September 3, 2011","RTextTools: a machine learning library for text classification - Blog",2011,3,"September",9,"2011-9-3",2011-09-03
"8536","An example of ROC curves plotting with ROCR","September 3, 2011","Vladimir Chupakhin",2011,3,"September",9,"2011-9-3",2011-09-03
"8537","rmongodb – R Driver for MongoDB","September 3, 2011","Tal Galili",2011,3,"September",9,"2011-9-3",2011-09-03
"8538","A quick way to do row repeat and col repeat (rep.row, rep.col)","September 2, 2011","TszKin Julian",2011,2,"September",9,"2011-9-2",2011-09-02
"8539","Discussion thread on R vs SAS for businesses","September 2, 2011","David Smith",2011,2,"September",9,"2011-9-2",2011-09-02
"8540","Assessing the Forecasting Ability of Our Model","September 2, 2011","Steven Sabol",2011,2,"September",9,"2011-9-2",2011-09-02
"8541","Part 2 of 3: Non-linear Optimization of Predictive Models with R","September 2, 2011","Scott Mutchler",2011,2,"September",9,"2011-9-2",2011-09-02
"8542","Using Google Spreadsheets as a Database Source for R","September 2, 2011","Tony Hirst",2011,2,"September",9,"2011-9-2",2011-09-02
"8543","Word Cloud from Blog RSS","September 2, 2011","C",2011,2,"September",9,"2011-9-2",2011-09-02
"8544","Fix missing dates with R","September 2, 2011","leisuretronic",2011,2,"September",9,"2011-9-2",2011-09-02
"8545","Density curve of histogram plot in R","September 1, 2011","Xianjun Dong",2011,1,"September",9,"2011-9-1",2011-09-01
"8546","Le Monde puzzle [#738]","September 1, 2011","xi'an",2011,1,"September",9,"2011-9-1",2011-09-01
"8547","Interactive graphics for data analysis","September 1, 2011","richierocks",2011,1,"September",9,"2011-9-1",2011-09-01
"8548","Add text aligned to legend in R plot","September 1, 2011","Xianjun Dong",2011,1,"September",9,"2011-9-1",2011-09-01
"8549","An enhanced Kaplan-Meier plot, updated","September 1, 2011","Abhijit",2011,1,"September",9,"2011-9-1",2011-09-01
"8550","Help showcase R with the ""Applications in Business"" contest","September 1, 2011","David Smith",2011,1,"September",9,"2011-9-1",2011-09-01
"8551","Forecasting In R: A New Hope with AR(10)","September 1, 2011","Steven Sabol",2011,1,"September",9,"2011-9-1",2011-09-01
"8552","S&P 500 Returns","September 1, 2011","ALT",2011,1,"September",9,"2011-9-1",2011-09-01
"8553","Big Analytics: Closing the ""clue gap"" with Big Data","August 31, 2011","David Smith",2011,31,"August",8,"2011-8-31",2011-08-31
"8554","Adding a scale to an image plot","August 31, 2011","Marc in the box",2011,31,"August",8,"2011-8-31",2011-08-31
"8555","Part 1 of 3: Building/Loading/Scoring Against Predictive Models in R","August 31, 2011","Scott Mutchler",2011,31,"August",8,"2011-8-31",2011-08-31
"8556","Seriously … why don’t math classes use computers?…","August 31, 2011","Isomorphismes",2011,31,"August",8,"2011-8-31",2011-08-31
"8558","Story of the Ljung-Box Blues: Progress Not Perfection","August 31, 2011","Steven Sabol",2011,31,"August",8,"2011-8-31",2011-08-31
"8559","rnpn: An R interface for the National Phenology Network","August 31, 2011","Scott Chamberlain",2011,31,"August",8,"2011-8-31",2011-08-31
"8560","XLConnect – A platform-independent interface to Excel","August 31, 2011","Mirai Solutions",2011,31,"August",8,"2011-8-31",2011-08-31
"8561","Posts of the year","August 30, 2011","xi'an",2011,30,"August",8,"2011-8-30",2011-08-30
"8562","What language is R written in?","August 30, 2011","David Smith",2011,30,"August",8,"2011-8-30",2011-08-30
"8563","The Visual Difference – R and Anscombe’s Quartet","August 30, 2011","Tony Hirst",2011,30,"August",8,"2011-8-30",2011-08-30
"8564","Getting Started with Latent Dirichlet Allocation using RTextTools + topicmodels","August 30, 2011","RTextTools: a machine learning library for text classification - Blog",2011,30,"August",8,"2011-8-30",2011-08-30
"8565","Nomograms everywhere!","August 30, 2011","richierocks",2011,30,"August",8,"2011-8-30",2011-08-30
"8566","R combined gps-track plot of spatial intensity","August 30, 2011","Benedikt Orlowski",2011,30,"August",8,"2011-8-30",2011-08-30
"8567","Realized beta and beta equal 1","August 30, 2011","Pat",2011,30,"August",8,"2011-8-30",2011-08-30
"8568","How Much of R is Written in R Part 2:  Contributed Packages","August 29, 2011","wrathematics",2011,29,"August",8,"2011-8-29",2011-08-29
"8569","Sharing live R functions with OpenCPU","August 29, 2011","David Smith",2011,29,"August",8,"2011-8-29",2011-08-29
"8570","another lottery coincidence","August 29, 2011","xi'an",2011,29,"August",8,"2011-8-29",2011-08-29
"8571","The effect of beta equal 1","August 29, 2011","Pat",2011,29,"August",8,"2011-8-29",2011-08-29
"8572","Comparing Two Distributions","August 29, 2011","Kay Cichini",2011,29,"August",8,"2011-8-29",2011-08-29
"8573","R is a cool image editor #2: Dithering algorithms","August 29, 2011","Todos Logos",2011,29,"August",8,"2011-8-29",2011-08-29
"8574","Slides of 10+ talks at R Users Groups","August 29, 2011","Yanchang Zhao",2011,29,"August",8,"2011-8-29",2011-08-29
"8575","Real-time Scoring/Optimization of Predictive Models in R","August 28, 2011","Scott Mutchler",2011,28,"August",8,"2011-8-28",2011-08-28
"8576","Ra vs. compiler package","August 28, 2011","Shige",2011,28,"August",8,"2011-8-28",2011-08-28
"8577","HPC for biological research","August 28, 2011","Karthik Ram",2011,28,"August",8,"2011-8-28",2011-08-28
"8578","Real-time data collection and analysis in class","August 28, 2011","bayesianbiologist",2011,28,"August",8,"2011-8-28",2011-08-28
"8579","Support Vector Machine with GPU","August 27, 2011","rtutor.chiyau",2011,27,"August",8,"2011-8-27",2011-08-27
"8580","Some Additional Thoughts on Useless Averages","August 27, 2011","Ron Pearson (aka TheNoodleDoodler)",2011,27,"August",8,"2011-8-27",2011-08-27
"8581","Forecasting In R: The Greatest Shortcut That Failed The Ljung-Box","August 27, 2011","Steven Sabol",2011,27,"August",8,"2011-8-27",2011-08-27
"8582","SIGKDD 2011 Conference — Days 2/3/4 Summary","August 27, 2011","Ryan Rosario",2011,27,"August",8,"2011-8-27",2011-08-27
"8583","Le Monde puzzle [#737 re-read]","August 27, 2011","xi'an",2011,27,"August",8,"2011-8-27",2011-08-27
"8584","How Much of R is Written in R?","August 26, 2011","wrathematics",2011,26,"August",8,"2011-8-26",2011-08-26
"8585","25+ more ways to bring data into R","August 26, 2011","Zach Mayer",2011,26,"August",8,"2011-8-26",2011-08-26
"8586","Revolution R: 100% R and More – slides and replay","August 26, 2011","David Smith",2011,26,"August",8,"2011-8-26",2011-08-26
"8587","9 more ways to bring data into R","August 26, 2011","David Smith",2011,26,"August",8,"2011-8-26",2011-08-26
"8588","Because it’s Friday: Spurious correlation edition","August 26, 2011","Zach Mayer",2011,26,"August",8,"2011-8-26",2011-08-26
"8589","FishBASE from R","August 26, 2011","cboettig",2011,26,"August",8,"2011-8-26",2011-08-26
"8590","Fourier-Motzkin elimination with the editrules package","August 26, 2011","mark",2011,26,"August",8,"2011-8-26",2011-08-26
"8592","A first go at ‘manipulate’ in RStudio","August 26, 2011","CL",2011,26,"August",8,"2011-8-26",2011-08-26
"8593","Quick labels within figures","August 26, 2011","Karl Broman",2011,26,"August",8,"2011-8-26",2011-08-26
"8594","Friday quote: what is the question to which this number is the answer?","August 26, 2011","Allan Engelhardt",2011,26,"August",8,"2011-8-26",2011-08-26
"8596","Le Monde puzzle [#737]","August 26, 2011","xi'an",2011,26,"August",8,"2011-8-26",2011-08-26
"8597","Time series cross-validation: an R example","August 25, 2011","Rob J Hyndman",2011,25,"August",8,"2011-8-25",2011-08-25
"8598","Examples on Clustering with R","August 25, 2011","Yanchang Zhao",2011,25,"August",8,"2011-8-25",2011-08-25
"8599","Mode vs Mean in Tactical Allocation","August 25, 2011","klr",2011,25,"August",8,"2011-8-25",2011-08-25
"8600","Major changes to the forecast package","August 25, 2011","Rob J Hyndman",2011,25,"August",8,"2011-8-25",2011-08-25
"8601","String functions in R","August 25, 2011","Christopher Bare",2011,25,"August",8,"2011-8-25",2011-08-25
"8602","How to access 100M time series in R in under 60 seconds","August 25, 2011","David Smith",2011,25,"August",8,"2011-8-25",2011-08-25
"8603","Numerical analysis for statisticians","August 25, 2011","xi'an",2011,25,"August",8,"2011-8-25",2011-08-25
"8604","Benford’s law, or the First-digit law","August 25, 2011","Todos Logos",2011,25,"August",8,"2011-8-25",2011-08-25
"8605","Forecasting in R: Modeling GDP and dealing with trend.","August 25, 2011","Steven Sabol",2011,25,"August",8,"2011-8-25",2011-08-25
"8606","Roger Herriot Award","August 25, 2011","Mike Messner",2011,25,"August",8,"2011-8-25",2011-08-25
"8607","""My interpretation of [Leland Wilkinson’s] grammar [of statistical graphics]: —Data is the most…""","August 25, 2011","Isomorphismes",2011,25,"August",8,"2011-8-25",2011-08-25
"8608","""My interpretation of [Leland Wilkinson’s] grammar [of statistical graphics]:
—Data is the most…""","August 25, 2011","Isomorphismes",2011,25,"August",8,"2011-8-25",2011-08-25
"8609","Reproducible Econometric Research","August 25, 2011","Dave Giles",2011,25,"August",8,"2011-8-25",2011-08-25
"8610","Comparison of ave, ddply and data.table","August 25, 2011","Tal Galili",2011,25,"August",8,"2011-8-25",2011-08-25
"8611","computational difficulties [with notations]","August 25, 2011","xi'an",2011,25,"August",8,"2011-8-25",2011-08-25
"8612","Things I learned at useR!2011","August 25, 2011","Pat",2011,25,"August",8,"2011-8-25",2011-08-25
"8613","Forecasting time series using R","August 24, 2011","Rob J Hyndman",2011,24,"August",8,"2011-8-24",2011-08-24
"8614","Modest Modeest for Moving Average","August 24, 2011","klr",2011,24,"August",8,"2011-8-24",2011-08-24
"8615","New R User Group at University of Utah","August 24, 2011","David Smith",2011,24,"August",8,"2011-8-24",2011-08-24
"8616","le logiciel R","August 24, 2011","xi'an",2011,24,"August",8,"2011-8-24",2011-08-24
"8617","The Open Governance Index: Results for The R Project","August 24, 2011","BioStatMatt",2011,24,"August",8,"2011-8-24",2011-08-24
"8618","Estimating a normal mean with a cauchy prior","August 24, 2011","G. Jay Kerns",2011,24,"August",8,"2011-8-24",2011-08-24
"8619","Another Rchievement of the day","August 24, 2011","wkmor1",2011,24,"August",8,"2011-8-24",2011-08-24
"8620","The problem with R? Too much new stuff!","August 23, 2011","David Smith",2011,23,"August",8,"2011-8-23",2011-08-23
"8621","expectation-propagation and ABC","August 23, 2011","xi'an",2011,23,"August",8,"2011-8-23",2011-08-23
"8622","Data manipulations","August 23, 2011","andrew",2011,23,"August",8,"2011-8-23",2011-08-23
"8623","Z-Tests: Should we even bother?","August 23, 2011","0utlieR",2011,23,"August",8,"2011-8-23",2011-08-23
"8624","Graphically analyzing variable interactions in R","August 23, 2011","Zach Mayer",2011,23,"August",8,"2011-8-23",2011-08-23
"8625","Accelerating path-dependent loops: A quick Rcpp case study","August 23, 2011","Thinking inside the box",2011,23,"August",8,"2011-8-23",2011-08-23
"8626","Anonymising data","August 23, 2011","richierocks",2011,23,"August",8,"2011-8-23",2011-08-23
"8627","Time Series Analysis and Mining with R","August 23, 2011","Yanchang Zhao",2011,23,"August",8,"2011-8-23",2011-08-23
"8628","Random input software testing","August 23, 2011","Pat",2011,23,"August",8,"2011-8-23",2011-08-23
"8629","Experiences with using SAS and R in insurance and banking","August 23, 2011","jeromyanglim",2011,23,"August",8,"2011-8-23",2011-08-23
"8631","A warning on the R save format","August 23, 2011","Allan Engelhardt",2011,23,"August",8,"2011-8-23",2011-08-23
"8633","Maiden voyage","August 23, 2011","G. Jay Kerns",2011,23,"August",8,"2011-8-23",2011-08-23
"8634","Subjugation to the Sigmas","August 23, 2011","Neil Gunther",2011,23,"August",8,"2011-8-23",2011-08-23
"8635","Popular topics at the BioStar Q&A site","August 23, 2011","nsaunders",2011,23,"August",8,"2011-8-23",2011-08-23
"8636","Drawdown Visualization","August 22, 2011","klr",2011,22,"August",8,"2011-8-22",2011-08-22
"8637","More useR! 2011 roundups","August 22, 2011","David Smith",2011,22,"August",8,"2011-8-22",2011-08-22
"8638","Webinar Wednesday Aug 24: Revolution R Enterprise, 100% R and More","August 22, 2011","David Smith",2011,22,"August",8,"2011-8-22",2011-08-22
"8639","Bayesian analysis: Comparing algorithms Part 1?","August 22, 2011","Avi",2011,22,"August",8,"2011-8-22",2011-08-22
"8640","Tenure track position in systematics at the University of Vermont","August 22, 2011","Scott Chamberlain",2011,22,"August",8,"2011-8-22",2011-08-22
"8641","RTextTools v1.3 Released + Rstem Now Available on CRAN","August 22, 2011","RTextTools: a machine learning library for text classification - Blog",2011,22,"August",8,"2011-8-22",2011-08-22
"8642","SIGKDD 2011 Conference — Day 1 (Graph Mining and David Blei/Topic Models)","August 22, 2011","Ryan Rosario",2011,22,"August",8,"2011-8-22",2011-08-22
"8643","R Code for Bow Tie Plots","August 22, 2011","Carlisle Rainey",2011,22,"August",8,"2011-8-22",2011-08-22
"8644","Last and final on Richter’s painting","August 22, 2011","Julyan Arbel",2011,22,"August",8,"2011-8-22",2011-08-22
"8645","Recession forecasting II: Assessing Hussman’s Accuracy","August 22, 2011","Zach Mayer",2011,22,"August",8,"2011-8-22",2011-08-22
"8646","More useless statistics","August 22, 2011","richierocks",2011,22,"August",8,"2011-8-22",2011-08-22
"8647","A view of useR!2011","August 22, 2011","Pat",2011,22,"August",8,"2011-8-22",2011-08-22
"8648","The performance cost of a for-loop, and some alternatives","August 21, 2011","Jason",2011,21,"August",8,"2011-8-21",2011-08-21
"8649","tty Connection + sas7bdat: useR! 2011 Presentation Slides","August 21, 2011","BioStatMatt",2011,21,"August",8,"2011-8-21",2011-08-21
"8650","Prime testing function in R","August 20, 2011","wrathematics",2011,20,"August",8,"2011-8-20",2011-08-20
"8651","useR! Conference 2011 highlights","August 20, 2011","Karl Broman",2011,20,"August",8,"2011-8-20",2011-08-20
"8652","Statistical Analysis Functions in R","August 20, 2011","Nikhil Gopal",2011,20,"August",8,"2011-8-20",2011-08-20
"8653","When are averages useless?","August 20, 2011","Ron Pearson (aka TheNoodleDoodler)",2011,20,"August",8,"2011-8-20",2011-08-20
"8654","Reading & plotting phylogenies","August 20, 2011","Jana",2011,20,"August",8,"2011-8-20",2011-08-20
"8655","Statistical construction error","August 20, 2011","Pat",2011,20,"August",8,"2011-8-20",2011-08-20
"8656","useR!2011","August 19, 2011","mark",2011,19,"August",8,"2011-8-19",2011-08-19
"8658","Relation Between Fires and Distanse to the Nearest Highway","August 19, 2011","S.S. Rebelious",2011,19,"August",8,"2011-8-19",2011-08-19
"8659","display time series data in R","August 19, 2011","Xianjun",2011,19,"August",8,"2011-8-19",2011-08-19
"8660","Friday quote: the handmaiden and the whore","August 19, 2011","Allan Engelhardt",2011,19,"August",8,"2011-8-19",2011-08-19
"8662","useR! 2011 roundup","August 19, 2011","David Smith",2011,19,"August",8,"2011-8-19",2011-08-19
